66	1.0	-2.1	2.5	3.3	320.0	0.35
67	1.0	2.9	2.2	3.6	52.8	0.2
68	1.0	4.9	2.0	5.3	67.8	0.05
69	1.0	3.8	0.6	3.8	81.0	-0.32
70	0.0	1.9	0.4	1.9	78.1	-0.53
71	0.0	0.6	0.0	0.6	90.0	-0.23
72	0.0	0.8	0.0	0.8	90.0	-0.02
73	0.0	-0.1	-0.5	0.5	191.3	0.49
74	0.0	-0.2	-0.4	0.4	206.6	-0.44
75	0.0	-0.1	0.0	0.1	180.0	-0.05
76	0.0	-1.3	0.0	1.3	180.0	-0.53
77	1.0	-2.5	0.9	2.7	289.8	-0.29
78	1.0	-4.0	1.9	4.4	295.4	0.14
79	1.0	-5.7	4.2	7.1	306.4	1.08
80	1.0	-5.2	6.8	8.6	322.6	-0.09
81	1.0	-1.5	7.5	7.6	348.7	-0.94
82	1.0	2.8	7.0	7.5	21.8	-0.07
83	1.0	3.4	3.7	5.0	42.6	0.96
84	1.0	2.5	2.0	3.2	51.3	0.33
85	0.0	1.5	0.6	1.6	68.2	0.69
86	0.0	0.7	0.4	0.8	60.3	-1.11
87	0.0	0.0	-0.5	0.5	180.0	0.42
88	0.0	-0.1	-0.4	0.4	194.0	-0.38
89	0.0	-0.5	-0.5	0.7	225.0	0.2
90	0.0	-0.2	-0.1	0.2	243.4	-0.15
91	0.0	-0.9	0.3	0.9	288.4	-0.36
92	0.0	-1.9	0.9	2.1	295.3	-0.21
93	1.0	-2.4	1.6	2.9	303.7	-0.01
94	1.0	-3.3	3.0	4.5	312.3	0.37
95	1.0	-2.7	5.1	5.8	332.1	0.47
96	1.0	-1.1	6.1	6.2	349.8	0.12
97	1.0	1.0	5.4	5.5	10.5	0.3
98	1.0	1.6	3.5	3.8	24.6	0.23
99	0.0	1.1	1.3	1.7	40.2	-0.05
100	0.0	1.4	0.9	1.7	57.3	-0.49
101	0.0	0.1	0.4	0.4	14.0	-0.34
102	0.0	0.0	-0.1	0.1	180.0	-0.17
103	0.0	-0.4	-0.5	0.6	218.7	0.97
104	0.0	-0.1	-0.4	0.4	194.0	0.52
105	0.0	-0.4	-0.3	0.5	233.1	-0.11
106	0.0	-0.2	0.0	0.2	180.0	0.03
107	0.0	-1.4	0.1	1.4	274.1	0.28
108	0.0	-1.4	0.5	1.5	289.7	-1.15
109	0.0	-1.2	1.5	1.9	321.3	0.47
110	1.0	-1.1	2.9	3.1	339.2	-0.07
111	1.0	-0.8	2.5	2.6	342.3	0.41
112	1.0	0.4	2.9	2.9	7.9	-0.58
113	0.0	0.9	1.5	1.7	31.0	-0.41
114	0.0	0.5	0.7	0.9	35.5	-0.52
115	0.0	0.8	-0.1	0.8	97.1	-0.84
116	0.0	-0.1	-0.5	0.5	191.3	-0.27
117	0.0	0.0	-1.0	1.0	180.0	0.02
118	0.0	-0.1	-1.0	1.0	185.7	-0.03
119	0.0	-0.4	-0.9	1.0	204.0	0.54
120	0.0	-0.2	-0.9	0.9	192.5	0.18
